iteration,params,strategy,train_loss,val_loss,train_accuracy,val_accuracy,training_time,total_training_time
0,"{'num_layers': 1, 'units_per_layer': 26, 'activation': 3, 'learning_rate': 0.006780187176472552, 'batch_size': 16, 'dropout_rate': 0.2038232580014433, 'l2_reg_strength': 0.001216095684915223}",bayesian,0.41291702683766685,0.4402460776567459,89.86666666666666,89.2,13.968612432479858,13.968612432479858
1,"{'num_layers': 3, 'units_per_layer': 3, 'activation': 1, 'learning_rate': 0.0003186340115380503, 'batch_size': 16, 'dropout_rate': 0.13461524131234281, 'l2_reg_strength': 7.693536541281329e-07}",bayesian,2.3029727636973063,2.2981129665374755,10.266666666666667,13.4,15.109924793243408,29.078537225723267
2,"{'num_layers': 2, 'units_per_layer': 25, 'activation': 3, 'learning_rate': 0.0001814350741453223, 'batch_size': 16, 'dropout_rate': 0.3308139028662284, 'l2_reg_strength': 0.0009229212594369845}",bayesian,1.0005154320398966,0.876964102268219,66.56666666666666,71.2,15.773261547088623,44.85179877281189
3,"{'num_layers': 2, 'units_per_layer': 116, 'activation': 1, 'learning_rate': 0.018243191085410664, 'batch_size': 128, 'dropout_rate': 0.10944636171987239, 'l2_reg_strength': 5.999738898889964e-05}",bayesian,0.2797739067872365,0.333297602891922,91.36666666666666,90.4,11.034403324127197,55.88620209693909
4,"{'num_layers': 1, 'units_per_layer': 12, 'activation': 2, 'learning_rate': 0.11875487577247905, 'batch_size': 32, 'dropout_rate': 0.5921927645422195, 'l2_reg_strength': 0.00012699739611454734}",bayesian,0.9702015411059062,0.6905624613761902,65.2,83.2,12.106919765472412,67.9931218624115
5,"{'num_layers': 4, 'units_per_layer': 112, 'activation': 1, 'learning_rate': 0.00010478102887899518, 'batch_size': 256, 'dropout_rate': 0.2806576942676754, 'l2_reg_strength': 0.0005696098882939199}",bayesian,0.5320685354073842,0.47513971066474914,84.46666666666667,86.4,9.293199062347412,77.28632092475891
6,"{'num_layers': 3, 'units_per_layer': 96, 'activation': 1, 'learning_rate': 0.056387470508680856, 'batch_size': 128, 'dropout_rate': 0.4989128635447817, 'l2_reg_strength': 0.008124536784416094}",bayesian,0.8679879980087281,0.6587526597976685,71.1,81.0,11.151583194732666,88.43790411949158
7,"{'num_layers': 3, 'units_per_layer': 78, 'activation': 1, 'learning_rate': 0.0013514190214634575, 'batch_size': 128, 'dropout_rate': 0.36165029575412405, 'l2_reg_strength': 1.0900892673736805e-06}",bayesian,0.5927865832646688,0.47536726856231687,81.2,87.0,11.167858123779297,99.60576224327087
8,"{'num_layers': 1, 'units_per_layer': 38, 'activation': 3, 'learning_rate': 0.19675440604193487, 'batch_size': 32, 'dropout_rate': 0.40083709407144147, 'l2_reg_strength': 0.001123919726020112}",bayesian,0.5269973100026448,0.472235595703125,86.86666666666666,87.0,11.894724130630493,111.50048637390137
9,"{'num_layers': 1, 'units_per_layer': 85, 'activation': 2, 'learning_rate': 0.0010558051535077648, 'batch_size': 16, 'dropout_rate': 0.33595240351310907, 'l2_reg_strength': 7.772599796825084e-06}",bayesian,0.2280845639506976,0.32972822391986845,92.93333333333334,89.8,14.298118352890015,125.79860472679138
10,"{'num_layers': 2, 'units_per_layer': 115, 'activation': 1, 'learning_rate': 0.0012146248203552983, 'batch_size': 128, 'dropout_rate': 0.28143286135746054, 'l2_reg_strength': 5.473590331906891e-05}",bayesian,0.35608032329877215,0.3691272203922272,89.56666666666666,89.4,9.999902248382568,135.79850697517395
11,"{'num_layers': 2, 'units_per_layer': 11, 'activation': 2, 'learning_rate': 0.0010938667353437071, 'batch_size': 32, 'dropout_rate': 0.1955029591448909, 'l2_reg_strength': 0.0002090191214617351}",bayesian,0.7697566033999125,0.7522432107925415,75.93333333333334,75.8,12.341323137283325,148.13983011245728
12,"{'num_layers': 2, 'units_per_layer': 102, 'activation': 2, 'learning_rate': 0.0028093387581295017, 'batch_size': 32, 'dropout_rate': 0.3585826907670043, 'l2_reg_strength': 3.20001642578883e-06}",bayesian,0.25635392785072325,0.323725966334343,92.3,90.2,13.026845932006836,161.1666760444641
13,"{'num_layers': 1, 'units_per_layer': 34, 'activation': 2, 'learning_rate': 0.0011616819218342915, 'batch_size': 32, 'dropout_rate': 0.37576218885890167, 'l2_reg_strength': 0.0016789037126774767}",bayesian,0.31434081371625266,0.36310497522354124,91.16666666666667,90.0,12.089287996292114,173.25596404075623
14,"{'num_layers': 2, 'units_per_layer': 31, 'activation': 2, 'learning_rate': 0.15869691628128083, 'batch_size': 16, 'dropout_rate': 0.42684315445741106, 'l2_reg_strength': 9.671935044041808e-07}",bayesian,0.5796463109652201,0.4887918601036072,81.83333333333333,84.8,14.43148922920227,187.6874532699585
15,"{'num_layers': 3, 'units_per_layer': 101, 'activation': 3, 'learning_rate': 0.028900681246173097, 'batch_size': 32, 'dropout_rate': 0.15337616959354816, 'l2_reg_strength': 0.0003596054048818248}",bayesian,0.360868924220403,0.49758310222625735,91.23333333333333,86.6,13.62636423110962,201.31381750106812
16,"{'num_layers': 4, 'units_per_layer': 80, 'activation': 1, 'learning_rate': 0.1001074954530354, 'batch_size': 128, 'dropout_rate': 0.12149353702644675, 'l2_reg_strength': 1.5340405323225167e-07}",bayesian,0.3722318388223648,0.41320588970184324,88.63333333333334,86.4,10.063836812973022,211.37765431404114
