param_index,params,strategy,train_loss,val_loss,train_accuracy,val_accuracy,training_time,total_training_time
12,"[{'num_layers': 1, 'units_per_layer': 48, 'activation': 'relu', 'learning_rate': 0.0341727492565411, 'batch_size': 128, 'dropout_rate': 0.06046028514572421, 'l2_reg_strength': 0.001904596614175155}]",random,0.3591444754997889,0.4000823440551758,90.13333333333334,88.6,9.515053987503052,136.2838590145111
13,"[{'num_layers': 3, 'units_per_layer': 38, 'activation': 'sigmoid', 'learning_rate': 0.0018956835093981374, 'batch_size': 16, 'dropout_rate': 0.5840858336793264, 'l2_reg_strength': 6.438149361821232e-06}]",random,1.575582890510559,1.4418506116867065,34.166666666666664,43.6,14.184796571731567,150.46865558624268
14,"[{'num_layers': 4, 'units_per_layer': 105, 'activation': 'tanh', 'learning_rate': 0.0016213515795520915, 'batch_size': 64, 'dropout_rate': 0.2924941336944298, 'l2_reg_strength': 0.006492318578362362}]",random,0.3118409206867218,0.38098635816574095,91.1,89.0,10.208950281143188,160.67760586738586
15,"[{'num_layers': 1, 'units_per_layer': 75, 'activation': 'relu', 'learning_rate': 0.22144247942519357, 'batch_size': 128, 'dropout_rate': 0.24756389599090722, 'l2_reg_strength': 0.00021254992807734208}]",random,0.4073097647031148,0.39147357416152956,88.2,89.6,8.78066635131836,169.45827221870422
16,"[{'num_layers': 3, 'units_per_layer': 124, 'activation': 'sigmoid', 'learning_rate': 0.0006785833044831793, 'batch_size': 256, 'dropout_rate': 0.15305632870570723, 'l2_reg_strength': 1.7065024023987847e-06}]",random,1.2214587542215982,1.1987953090667725,59.4,58.8,9.553041219711304,179.01131343841553
17,"[{'num_layers': 4, 'units_per_layer': 114, 'activation': 'tanh', 'learning_rate': 0.006043542089967566, 'batch_size': 256, 'dropout_rate': 0.13881950375858468, 'l2_reg_strength': 0.0003578767585180703}]",random,0.24844978666305542,0.34370729756355284,92.7,90.4,8.86927342414856,187.8805868625641
18,"[{'num_layers': 2, 'units_per_layer': 41, 'activation': 'tanh', 'learning_rate': 0.012345818857775852, 'batch_size': 32, 'dropout_rate': 0.34702464573640995, 'l2_reg_strength': 1.21938338601093e-06}]",random,0.35109198673566183,0.37630793046951294,89.5,88.0,10.221969366073608,198.1025562286377
19,"[{'num_layers': 4, 'units_per_layer': 40, 'activation': 'relu', 'learning_rate': 0.037604843190315144, 'batch_size': 256, 'dropout_rate': 0.5734835818883844, 'l2_reg_strength': 1.4391735722189294e-07}]",random,2.1140716756184896,2.062899932861328,21.133333333333333,27.8,9.263211011886597,207.3657672405243
20,"[{'num_layers': 3, 'units_per_layer': 119, 'activation': 'relu', 'learning_rate': 0.001164053739275982, 'batch_size': 64, 'dropout_rate': 0.42531863023097316, 'l2_reg_strength': 3.338605894028101e-05}]",random,0.4708024661540985,0.4460366425514221,85.3,85.8,10.605654954910278,217.97142219543457
21,"[{'num_layers': 2, 'units_per_layer': 10, 'activation': 'tanh', 'learning_rate': 0.035784768619849985, 'batch_size': 64, 'dropout_rate': 0.09889216617086978, 'l2_reg_strength': 0.0038470398085555225}]",random,0.7953203229904174,0.8225449323654175,80.76666666666667,77.6,8.56380844116211,226.53523063659668
22,"[{'num_layers': 4, 'units_per_layer': 94, 'activation': 'tanh', 'learning_rate': 0.193148805927388, 'batch_size': 128, 'dropout_rate': 0.1434567317913419, 'l2_reg_strength': 0.0015356549817614582}]",random,0.2271264459292094,0.5375591011047364,93.06666666666666,84.0,9.945925951004028,236.4811565876007
23,"[{'num_layers': 1, 'units_per_layer': 57, 'activation': 'relu', 'learning_rate': 0.0003687117440126912, 'batch_size': 256, 'dropout_rate': 0.4796218572440121, 'l2_reg_strength': 4.012471479920044e-05}]",random,0.7315753998756409,0.5678212246894836,77.93333333333334,85.8,9.171591997146606,245.65274858474731
24,"[{'num_layers': 3, 'units_per_layer': 76, 'activation': 'tanh', 'learning_rate': 0.07742424938425242, 'batch_size': 128, 'dropout_rate': 0.4443922386834285, 'l2_reg_strength': 0.00011201099705195826}]",random,0.47232939195632934,0.4486248505115509,86.73333333333333,87.2,8.358617544174194,254.0113661289215
25,"[{'num_layers': 2, 'units_per_layer': 2, 'activation': 'relu', 'learning_rate': 0.0008442599930046693, 'batch_size': 256, 'dropout_rate': 0.2915501598229932, 'l2_reg_strength': 3.771300451157061e-05}]",random,2.373552881240845,2.353968467712402,9.833333333333334,10.8,9.078439235687256,263.08980536460876
26,"[{'num_layers': 1, 'units_per_layer': 114, 'activation': 'tanh', 'learning_rate': 0.0005735342225224159, 'batch_size': 32, 'dropout_rate': 0.36047843655537615, 'l2_reg_strength': 0.0005578180770150164}]",random,0.2305765307744344,0.36370291757583617,92.73333333333333,88.2,11.073065042495728,274.1628704071045
27,"[{'num_layers': 2, 'units_per_layer': 67, 'activation': 'sigmoid', 'learning_rate': 0.002351259312340647, 'batch_size': 64, 'dropout_rate': 0.1443315098534685, 'l2_reg_strength': 0.0010069959132205262}]",random,0.5130823254585266,0.5474299936294555,88.4,86.4,8.756595611572266,282.91946601867676
28,"[{'num_layers': 4, 'units_per_layer': 48, 'activation': 'relu', 'learning_rate': 0.0070731481415664925, 'batch_size': 16, 'dropout_rate': 0.476085627198641, 'l2_reg_strength': 3.378942233858507e-07}]",random,1.4864966589609783,1.1706981496810913,43.2,59.8,14.338820934295654,297.2582869529724
29,"[{'num_layers': 1, 'units_per_layer': 93, 'activation': 'relu', 'learning_rate': 0.18019379295282167, 'batch_size': 256, 'dropout_rate': 0.2697077525699517, 'l2_reg_strength': 2.3865085732305664e-07}]",random,0.39971790742874147,0.4103934953212738,88.7,87.8,9.214802265167236,306.47308921813965
30,"[{'num_layers': 3, 'units_per_layer': 124, 'activation': 'relu', 'learning_rate': 0.05023871712690008, 'batch_size': 16, 'dropout_rate': 0.1592488835889006, 'l2_reg_strength': 7.781830523572039e-07}]",random,0.2116570032934348,0.2776189041435719,93.76666666666667,92.0,17.070374011993408,323.54346323013306
31,"[{'num_layers': 2, 'units_per_layer': 59, 'activation': 'sigmoid', 'learning_rate': 0.007884939727219894, 'batch_size': 128, 'dropout_rate': 0.13129335055227595, 'l2_reg_strength': 0.009984943856250967}]",random,0.8848504538536072,0.8834310269355774,80.6,80.0,9.630368709564209,333.17383193969727
32,"[{'num_layers': 4, 'units_per_layer': 13, 'activation': 'sigmoid', 'learning_rate': 0.03308817133710571, 'batch_size': 16, 'dropout_rate': 0.29659338170355226, 'l2_reg_strength': 1.0870147507193367e-07}]",random,1.9224056463241577,1.9044631385803223,19.433333333333334,22.0,13.246293306350708,346.420125246048
33,"[{'num_layers': 3, 'units_per_layer': 118, 'activation': 'tanh', 'learning_rate': 0.07147581593164158, 'batch_size': 64, 'dropout_rate': 0.3849706007187726, 'l2_reg_strength': 0.002569276583944252}]",random,0.32859585420290627,0.3200485713481903,90.63333333333334,89.2,10.585408926010132,357.0055341720581
34,"[{'num_layers': 4, 'units_per_layer': 21, 'activation': 'sigmoid', 'learning_rate': 0.0009981393477756565, 'batch_size': 64, 'dropout_rate': 0.3942978728302351, 'l2_reg_strength': 0.0002847808058763235}]",random,2.0689733136494954,1.9909538898468018,18.9,21.2,8.896336078643799,365.9018702507019
35,"[{'num_layers': 4, 'units_per_layer': 60, 'activation': 'sigmoid', 'learning_rate': 0.1815065046605461, 'batch_size': 32, 'dropout_rate': 0.34299264900087273, 'l2_reg_strength': 0.0005049433187324098}]",random,1.5898344526290893,1.6803084707260132,30.9,31.2,11.603821516036987,377.5056917667389
36,"[{'num_layers': 3, 'units_per_layer': 17, 'activation': 'sigmoid', 'learning_rate': 0.10846009710052512, 'batch_size': 128, 'dropout_rate': 0.27664812439969194, 'l2_reg_strength': 0.0023016544102515404}]",random,2.2261504147847493,2.1989008350372314,20.066666666666666,36.8,9.512637615203857,387.01832938194275
37,"[{'num_layers': 2, 'units_per_layer': 4, 'activation': 'tanh', 'learning_rate': 0.023909720806932277, 'batch_size': 32, 'dropout_rate': 0.15948120485497647, 'l2_reg_strength': 5.278056209500744e-06}]",random,1.45078275680542,1.377009828567505,46.93333333333333,56.6,10.193643808364868,397.2119731903076
38,"[{'num_layers': 1, 'units_per_layer': 49, 'activation': 'tanh', 'learning_rate': 0.0006491674238627743, 'batch_size': 32, 'dropout_rate': 0.5972662606974671, 'l2_reg_strength': 7.314140804901202e-06}]",random,0.42379126222928365,0.40901899242401124,87.9,87.2,9.900335311889648,407.11230850219727
39,"[{'num_layers': 1, 'units_per_layer': 31, 'activation': 'tanh', 'learning_rate': 0.018872956132322916, 'batch_size': 64, 'dropout_rate': 0.4969478543350337, 'l2_reg_strength': 1.2020658346483573e-07}]",random,0.4657167994181315,0.41828518342971804,87.33333333333333,89.0,9.763595581054688,416.87590408325195
40,"[{'num_layers': 3, 'units_per_layer': 59, 'activation': 'relu', 'learning_rate': 0.05348044538842839, 'batch_size': 32, 'dropout_rate': 0.5587728641237766, 'l2_reg_strength': 9.2775465736261e-05}]",random,1.6353591372172038,1.3915670948028565,34.13333333333333,52.4,11.570547819137573,428.4464519023895
41,"[{'num_layers': 1, 'units_per_layer': 85, 'activation': 'tanh', 'learning_rate': 0.00030482328055499803, 'batch_size': 64, 'dropout_rate': 0.357900537256221, 'l2_reg_strength': 1.4357373060754136e-06}]",random,0.23911403997739156,0.33931198382377625,93.63333333333334,90.0,9.271994352340698,437.7184462547302
42,"[{'num_layers': 1, 'units_per_layer': 34, 'activation': 'sigmoid', 'learning_rate': 0.0027636520117193114, 'batch_size': 256, 'dropout_rate': 0.5095633143580055, 'l2_reg_strength': 0.003823276395853793}]",random,1.3188444293340047,1.2585909280776977,67.43333333333334,76.0,8.576897144317627,446.29534339904785
43,"[{'num_layers': 1, 'units_per_layer': 124, 'activation': 'relu', 'learning_rate': 0.002617653951309642, 'batch_size': 32, 'dropout_rate': 0.4516329249695861, 'l2_reg_strength': 1.1122862804748747e-07}]",random,0.3749983414808909,0.3455445957183838,88.46666666666667,89.2,11.215027332305908,457.51037073135376
44,"[{'num_layers': 2, 'units_per_layer': 21, 'activation': 'tanh', 'learning_rate': 0.005919470897861058, 'batch_size': 32, 'dropout_rate': 0.2579486399701936, 'l2_reg_strength': 0.008683220118296569}]",random,0.4438122946421305,0.41356610584259035,88.4,88.0,10.669307231903076,468.17967796325684
45,"[{'num_layers': 4, 'units_per_layer': 121, 'activation': 'sigmoid', 'learning_rate': 0.00020086129820142993, 'batch_size': 32, 'dropout_rate': 0.5606347412280632, 'l2_reg_strength': 0.00104951426544282}]",random,1.2823821884791056,1.2134498949050903,50.5,58.8,11.588825702667236,479.7685036659241
46,"[{'num_layers': 1, 'units_per_layer': 73, 'activation': 'sigmoid', 'learning_rate': 0.005544205143419402, 'batch_size': 16, 'dropout_rate': 0.4201774797949205, 'l2_reg_strength': 1.7228061393717477e-06}]",random,0.33591180316607155,0.3751646287441254,90.43333333333334,89.8,11.763789892196655,491.5322935581207
47,"[{'num_layers': 4, 'units_per_layer': 120, 'activation': 'relu', 'learning_rate': 0.0004072020998021768, 'batch_size': 256, 'dropout_rate': 0.2059005560782491, 'l2_reg_strength': 0.0003722480250771161}]",random,0.41787451434135436,0.43817304277420044,86.9,87.2,9.586627721786499,501.1189212799072
48,"[{'num_layers': 2, 'units_per_layer': 72, 'activation': 'tanh', 'learning_rate': 0.0001883406801760538, 'batch_size': 256, 'dropout_rate': 0.10325525210018469, 'l2_reg_strength': 0.001183914455059568}]",random,0.29784941029548645,0.390542662858963,93.2,90.0,10.899055004119873,512.0179762840271
49,"[{'num_layers': 2, 'units_per_layer': 64, 'activation': 'sigmoid', 'learning_rate': 0.00017823504305716214, 'batch_size': 16, 'dropout_rate': 0.061732141806646795, 'l2_reg_strength': 2.1615151976561738e-07}]",random,0.23648005137840908,0.3655746411085129,93.4,89.4,12.024274349212646,524.0422506332397
50,"[{'num_layers': 2, 'units_per_layer': 106, 'activation': 'tanh', 'learning_rate': 0.001907549048455353, 'batch_size': 32, 'dropout_rate': 0.3100587594297823, 'l2_reg_strength': 0.0012102833529495094}]",random,0.2442038413286209,0.3641708300113678,92.7,87.4,10.636126518249512,534.6783771514893
51,"[{'num_layers': 1, 'units_per_layer': 30, 'activation': 'relu', 'learning_rate': 0.0008387411613827285, 'batch_size': 64, 'dropout_rate': 0.4017938223441024, 'l2_reg_strength': 0.0032353143287794824}]",random,0.6215040877660115,0.47139688634872434,80.26666666666667,85.6,9.681600570678711,544.359977722168
52,"[{'num_layers': 3, 'units_per_layer': 117, 'activation': 'tanh', 'learning_rate': 0.20243351466227524, 'batch_size': 16, 'dropout_rate': 0.0876107630169802, 'l2_reg_strength': 0.0017356618266476343}]",random,0.22277107637127241,0.32871076887845996,92.86666666666666,90.4,14.033181190490723,558.3931589126587
53,"[{'num_layers': 1, 'units_per_layer': 41, 'activation': 'tanh', 'learning_rate': 0.011078506392482647, 'batch_size': 64, 'dropout_rate': 0.41543622984941403, 'l2_reg_strength': 4.6714927610720936e-05}]",random,0.34702417397499086,0.4014829831123352,90.53333333333333,88.8,9.72740626335144,568.1205651760101
54,"[{'num_layers': 4, 'units_per_layer': 114, 'activation': 'tanh', 'learning_rate': 0.0005563778992059836, 'batch_size': 128, 'dropout_rate': 0.2533138348638797, 'l2_reg_strength': 1.6093053129304557e-07}]",random,0.2686857495307922,0.3878135344982147,91.93333333333334,87.8,8.68170714378357,576.8022723197937
55,"[{'num_layers': 3, 'units_per_layer': 94, 'activation': 'relu', 'learning_rate': 0.0003822288438843224, 'batch_size': 32, 'dropout_rate': 0.410213129301408, 'l2_reg_strength': 2.7322447492707867e-05}]",random,0.6339753331343333,0.44570475912094115,79.63333333333334,88.0,11.800747871398926,588.6030201911926
56,"[{'num_layers': 3, 'units_per_layer': 32, 'activation': 'sigmoid', 'learning_rate': 0.00026197121792099636, 'batch_size': 256, 'dropout_rate': 0.10170891790784749, 'l2_reg_strength': 1.525153712057525e-05}]",random,2.145505900700887,2.1261135787963865,26.066666666666666,30.0,9.10068392753601,597.7037041187286
57,"[{'num_layers': 4, 'units_per_layer': 3, 'activation': 'tanh', 'learning_rate': 0.007361755470995526, 'batch_size': 64, 'dropout_rate': 0.4338483225734035, 'l2_reg_strength': 0.00010303440633736022}]",random,2.2263988812764484,2.1393597259521484,16.166666666666668,19.4,9.4965181350708,607.2002222537994
58,"[{'num_layers': 2, 'units_per_layer': 43, 'activation': 'tanh', 'learning_rate': 0.03429077098814962, 'batch_size': 16, 'dropout_rate': 0.4771682644320589, 'l2_reg_strength': 5.094629535266576e-06}]",random,0.5114517681996028,0.42365491557121276,85.46666666666667,87.6,11.91834545135498,619.1185677051544
59,"[{'num_layers': 4, 'units_per_layer': 59, 'activation': 'sigmoid', 'learning_rate': 0.004959673743990459, 'batch_size': 128, 'dropout_rate': 0.1307058600445686, 'l2_reg_strength': 3.0512956654729977e-05}]",random,1.7019137131373088,1.7029117689132691,35.56666666666667,39.8,9.472278833389282,628.5908465385437
60,"[{'num_layers': 1, 'units_per_layer': 78, 'activation': 'relu', 'learning_rate': 0.009858303747662809, 'batch_size': 32, 'dropout_rate': 0.3761644906141735, 'l2_reg_strength': 3.940880704276114e-05}]",random,0.39618407714366916,0.3663065676689148,87.93333333333334,89.0,10.948678255081177,639.5395247936249
61,"[{'num_layers': 4, 'units_per_layer': 126, 'activation': 'relu', 'learning_rate': 0.016861231458341366, 'batch_size': 256, 'dropout_rate': 0.4415485250037206, 'l2_reg_strength': 2.1637880215409267e-06}]",random,0.8079071971575419,0.6551497764587403,71.93333333333334,80.8,9.123992681503296,648.6635174751282
62,"[{'num_layers': 1, 'units_per_layer': 73, 'activation': 'tanh', 'learning_rate': 0.000131098369535068, 'batch_size': 128, 'dropout_rate': 0.19349385344287484, 'l2_reg_strength': 4.0514982955917644e-07}]",random,0.2716181189219157,0.35971852922439573,93.03333333333333,89.6,8.703561782836914,657.3670792579651
63,"[{'num_layers': 3, 'units_per_layer': 23, 'activation': 'relu', 'learning_rate': 0.16792741001381786, 'batch_size': 16, 'dropout_rate': 0.38591855311590645, 'l2_reg_strength': 0.0007129905436606731}]",random,1.762138708114624,1.5854153385162353,31.833333333333332,43.0,13.11767578125,670.4847550392151
64,"[{'num_layers': 2, 'units_per_layer': 115, 'activation': 'relu', 'learning_rate': 0.05137214094275289, 'batch_size': 64, 'dropout_rate': 0.5001438174972218, 'l2_reg_strength': 1.2227182046137029e-05}]",random,0.5380983970165253,0.4159548878669739,82.8,87.8,10.342499017715454,680.8272540569305
65,"[{'num_layers': 3, 'units_per_layer': 102, 'activation': 'sigmoid', 'learning_rate': 0.0025185479900946385, 'batch_size': 128, 'dropout_rate': 0.5232444836288739, 'l2_reg_strength': 3.1472842542396304e-07}]",random,1.3426666259765625,1.1728840913772582,51.666666666666664,64.4,9.100120544433594,689.9273746013641
66,"[{'num_layers': 2, 'units_per_layer': 113, 'activation': 'tanh', 'learning_rate': 0.002356382224717529, 'batch_size': 64, 'dropout_rate': 0.44441332893029045, 'l2_reg_strength': 0.004549778560004689}]",random,0.2939696252346039,0.37728667783737185,90.93333333333334,88.2,11.08865475654602,701.0160293579102
67,"[{'num_layers': 2, 'units_per_layer': 111, 'activation': 'sigmoid', 'learning_rate': 0.026910888762838744, 'batch_size': 64, 'dropout_rate': 0.5297247620037273, 'l2_reg_strength': 1.0521990546894464e-05}]",random,0.6660145454406738,0.572251250743866,82.63333333333334,84.0,10.20288610458374,711.2189154624939
68,"[{'num_layers': 3, 'units_per_layer': 40, 'activation': 'tanh', 'learning_rate': 0.03635725363146878, 'batch_size': 128, 'dropout_rate': 0.48228232952537314, 'l2_reg_strength': 4.020284919529828e-07}]",random,0.829035784403483,0.6008711562156678,75.03333333333333,85.2,9.335776329040527,720.5546917915344
69,"[{'num_layers': 3, 'units_per_layer': 67, 'activation': 'tanh', 'learning_rate': 0.2766507259795288, 'batch_size': 256, 'dropout_rate': 0.21189808768511686, 'l2_reg_strength': 6.96505285534989e-06}]",random,0.3510616048971812,0.4050950517654419,91.5,87.8,7.999309062957764,728.5540008544922
70,"[{'num_layers': 3, 'units_per_layer': 24, 'activation': 'relu', 'learning_rate': 0.0013393844205281103, 'batch_size': 128, 'dropout_rate': 0.16651435990681174, 'l2_reg_strength': 3.753742704974383e-05}]",random,0.8141712706883748,0.673713071346283,73.13333333333334,81.4,9.408274173736572,737.9622750282288
71,"[{'num_layers': 1, 'units_per_layer': 104, 'activation': 'relu', 'learning_rate': 0.0018978851960365288, 'batch_size': 32, 'dropout_rate': 0.22945029454741311, 'l2_reg_strength': 1.1358047131771248e-06}]",random,0.26688449569543204,0.3472744960784912,92.5,88.8,10.978302717208862,748.9405777454376
72,"[{'num_layers': 2, 'units_per_layer': 95, 'activation': 'sigmoid', 'learning_rate': 0.25226591104068097, 'batch_size': 32, 'dropout_rate': 0.42210371273621006, 'l2_reg_strength': 0.000140389837432928}]",random,0.48209125781059264,0.4315949327945709,87.2,88.4,10.140815019607544,759.0813927650452
73,"[{'num_layers': 3, 'units_per_layer': 13, 'activation': 'sigmoid', 'learning_rate': 0.0010743896606249088, 'batch_size': 256, 'dropout_rate': 0.31154147800099086, 'l2_reg_strength': 0.0006715017307496959}]",random,2.290145990371704,2.2738822441101076,13.566666666666666,17.6,8.769200801849365,767.8505935668945
74,"[{'num_layers': 1, 'units_per_layer': 91, 'activation': 'sigmoid', 'learning_rate': 0.0008883616788279011, 'batch_size': 16, 'dropout_rate': 0.5289412616256783, 'l2_reg_strength': 0.0003690054193429797}]",random,0.359840368549029,0.35675008630752564,89.83333333333333,90.2,12.219639539718628,780.0702331066132
75,"[{'num_layers': 2, 'units_per_layer': 93, 'activation': 'tanh', 'learning_rate': 0.008006656929779159, 'batch_size': 256, 'dropout_rate': 0.4378020297896794, 'l2_reg_strength': 2.2493045112939118e-07}]",random,0.39399523989359536,0.404549195766449,89.16666666666667,89.2,8.927018642425537,788.9972517490387
76,"[{'num_layers': 3, 'units_per_layer': 124, 'activation': 'sigmoid', 'learning_rate': 0.00012220275899281198, 'batch_size': 16, 'dropout_rate': 0.5848483415090721, 'l2_reg_strength': 1.9244199815231645e-06}]",random,0.8440604215463002,0.7391758031845093,71.0,76.0,14.188347816467285,803.185599565506
77,"[{'num_layers': 4, 'units_per_layer': 34, 'activation': 'tanh', 'learning_rate': 0.22131102230404132, 'batch_size': 256, 'dropout_rate': 0.594137641541295, 'l2_reg_strength': 3.2674552092347614e-05}]",random,1.6895048405329387,1.3173705539703369,38.166666666666664,61.8,8.075793266296387,811.2613928318024
78,"[{'num_layers': 4, 'units_per_layer': 37, 'activation': 'tanh', 'learning_rate': 0.17138703134157432, 'batch_size': 16, 'dropout_rate': 0.3131504853836863, 'l2_reg_strength': 2.6146827407995913e-06}]",random,0.708735634803772,0.5591873533725739,77.96666666666667,83.4,13.522267580032349,824.7836604118347
79,"[{'num_layers': 3, 'units_per_layer': 74, 'activation': 'relu', 'learning_rate': 0.021703299276981843, 'batch_size': 32, 'dropout_rate': 0.2928065930211848, 'l2_reg_strength': 1.3083597513364541e-05}]",random,0.4555228377580643,0.4378565020561218,85.93333333333334,86.6,11.531541585922241,836.315201997757
80,"[{'num_layers': 2, 'units_per_layer': 17, 'activation': 'tanh', 'learning_rate': 0.0001315468688173496, 'batch_size': 16, 'dropout_rate': 0.20305457760814805, 'l2_reg_strength': 3.168103258678138e-05}]",random,0.43626965471108753,0.464776451587677,87.8,86.6,12.263307809829712,848.5785098075867
81,"[{'num_layers': 3, 'units_per_layer': 54, 'activation': 'sigmoid', 'learning_rate': 0.005974829002935506, 'batch_size': 128, 'dropout_rate': 0.4771018742444508, 'l2_reg_strength': 0.005372062008890675}]",random,1.9060084578196208,1.7415120582580566,35.43333333333333,48.8,8.9598228931427,857.5383327007294
82,"[{'num_layers': 2, 'units_per_layer': 17, 'activation': 'tanh', 'learning_rate': 0.0015193870155463234, 'batch_size': 32, 'dropout_rate': 0.4304616634385761, 'l2_reg_strength': 0.003272003021097391}]",random,0.9436012131373087,0.7876690950393677,69.23333333333333,72.0,9.897964715957642,867.436297416687
83,"[{'num_layers': 1, 'units_per_layer': 41, 'activation': 'tanh', 'learning_rate': 0.002501811745964836, 'batch_size': 64, 'dropout_rate': 0.20892963315401836, 'l2_reg_strength': 0.0004073753307919875}]",random,0.26653180078665417,0.3536985874176025,93.23333333333333,90.6,10.005561828613281,877.4418592453003
84,"[{'num_layers': 3, 'units_per_layer': 31, 'activation': 'sigmoid', 'learning_rate': 0.0018199245965849105, 'batch_size': 16, 'dropout_rate': 0.19259561999978753, 'l2_reg_strength': 0.0016578921809917765}]",random,1.032329387029012,0.9776893854141235,65.16666666666667,71.6,13.906062126159668,891.34792137146
85,"[{'num_layers': 3, 'units_per_layer': 108, 'activation': 'sigmoid', 'learning_rate': 0.0006932227310032445, 'batch_size': 128, 'dropout_rate': 0.48768587264046653, 'l2_reg_strength': 0.0004719585242728574}]",random,1.2395948400497436,1.1477685041427612,53.733333333333334,61.2,9.795273780822754,901.1431951522827
86,"[{'num_layers': 2, 'units_per_layer': 92, 'activation': 'sigmoid', 'learning_rate': 0.027086455602014545, 'batch_size': 128, 'dropout_rate': 0.4603004989472431, 'l2_reg_strength': 7.308091414392774e-07}]",random,0.9398504918416342,0.8516030859947205,72.06666666666666,78.4,8.340528964996338,909.483724117279
87,"[{'num_layers': 2, 'units_per_layer': 17, 'activation': 'sigmoid', 'learning_rate': 0.00020338410083980518, 'batch_size': 16, 'dropout_rate': 0.06264576538110363, 'l2_reg_strength': 0.002922776483283683}]",random,0.7279336126645406,0.7277053847312928,84.33333333333333,80.8,12.29487919807434,921.7786033153534
88,"[{'num_layers': 1, 'units_per_layer': 37, 'activation': 'tanh', 'learning_rate': 0.0024738535999981634, 'batch_size': 256, 'dropout_rate': 0.3389993871815842, 'l2_reg_strength': 7.319278666665567e-05}]",random,0.5435013016064961,0.5848878235816956,88.06666666666666,86.6,9.014955043792725,930.7935583591461
