param_index,params,strategy,train_loss,val_loss,train_accuracy,val_accuracy,training_time,total_training_time
18,"[{'num_layers': 4, 'units_per_layer': 73, 'activation': 'sigmoid', 'learning_rate': 0.029289241495473902, 'batch_size': 32, 'dropout_rate': 0.2684873944329343, 'l2_reg_strength': 1.3569276065036395e-06}]",random,1.009030923207601,1.014576687812805,61.7,60.6,13.625863313674927,251.11184096336365
19,"[{'num_layers': 4, 'units_per_layer': 33, 'activation': 'relu', 'learning_rate': 0.10010353738434724, 'batch_size': 32, 'dropout_rate': 0.12299767824289669, 'l2_reg_strength': 0.0074220111961501856}]",random,0.5106962535381318,0.46641704845428467,84.4,87.0,13.183518409729004,264.29535937309265
20,"[{'num_layers': 3, 'units_per_layer': 113, 'activation': 'tanh', 'learning_rate': 0.0004913150467820597, 'batch_size': 128, 'dropout_rate': 0.5271021568373933, 'l2_reg_strength': 1.0519822235052517e-07}]",random,0.47968516186873117,0.42878290414810183,85.36666666666666,87.2,10.03444218635559,274.32980155944824
21,"[{'num_layers': 3, 'units_per_layer': 62, 'activation': 'sigmoid', 'learning_rate': 0.0013311658482025102, 'batch_size': 32, 'dropout_rate': 0.05122853006242162, 'l2_reg_strength': 0.0013135465623612885}]",random,0.5631261194547017,0.7000181107521057,85.9,80.4,12.552908658981323,286.88271021842957
22,"[{'num_layers': 4, 'units_per_layer': 97, 'activation': 'sigmoid', 'learning_rate': 0.004852553740012725, 'batch_size': 32, 'dropout_rate': 0.5643102112256451, 'l2_reg_strength': 7.039984911364669e-06}]",random,1.4572612352371215,1.3640767288208009,37.96666666666667,46.6,16.804328680038452,303.687038898468
23,"[{'num_layers': 1, 'units_per_layer': 82, 'activation': 'tanh', 'learning_rate': 0.20250507067203616, 'batch_size': 128, 'dropout_rate': 0.3145946448927151, 'l2_reg_strength': 5.437551208446069e-05}]",random,0.2718847680489222,0.3589806170463562,92.73333333333333,89.0,10.486101388931274,314.1731402873993
24,"[{'num_layers': 2, 'units_per_layer': 31, 'activation': 'tanh', 'learning_rate': 0.0009474644387855226, 'batch_size': 128, 'dropout_rate': 0.17327413178630335, 'l2_reg_strength': 0.0004546385589240695}]",random,0.3971030184427897,0.43992467975616456,90.6,87.8,10.62425708770752,324.7973973751068
25,"[{'num_layers': 3, 'units_per_layer': 124, 'activation': 'sigmoid', 'learning_rate': 0.0006672125629388848, 'batch_size': 16, 'dropout_rate': 0.4192207706434331, 'l2_reg_strength': 6.9274146663245496e-06}]",random,0.5568258488972981,0.5603597679138184,83.53333333333333,83.8,17.07858109474182,341.87597846984863
26,"[{'num_layers': 2, 'units_per_layer': 43, 'activation': 'tanh', 'learning_rate': 0.012682977708484441, 'batch_size': 32, 'dropout_rate': 0.5360138867367935, 'l2_reg_strength': 5.898458757364307e-06}]",random,0.605435396194458,0.46425178813934326,82.3,86.4,12.608227491378784,354.4842059612274
27,"[{'num_layers': 4, 'units_per_layer': 76, 'activation': 'relu', 'learning_rate': 0.00408241437492731, 'batch_size': 256, 'dropout_rate': 0.5873367650911855, 'l2_reg_strength': 1.593980365491278e-06}]",random,1.7604636316299438,1.5745968770980836,34.2,41.0,10.437191486358643,364.92139744758606
28,"[{'num_layers': 1, 'units_per_layer': 72, 'activation': 'relu', 'learning_rate': 0.03088071160985953, 'batch_size': 16, 'dropout_rate': 0.33391648393965845, 'l2_reg_strength': 5.19380112657714e-05}]",random,0.3818100117444992,0.3268776656389236,88.3,90.8,15.498990535736084,380.42038798332214
29,"[{'num_layers': 3, 'units_per_layer': 10, 'activation': 'tanh', 'learning_rate': 0.00021327893367088858, 'batch_size': 256, 'dropout_rate': 0.5806768908513085, 'l2_reg_strength': 3.3592956043887843e-07}]",random,2.026095506668091,1.8446211729049682,21.6,36.4,8.748200416564941,389.1685883998871
30,"[{'num_layers': 2, 'units_per_layer': 114, 'activation': 'relu', 'learning_rate': 0.02223159996984518, 'batch_size': 128, 'dropout_rate': 0.13435845799861423, 'l2_reg_strength': 0.0010891670181855052}]",random,0.27595387903849283,0.3156973464488983,91.9,90.8,11.022460222244263,400.19104862213135
31,"[{'num_layers': 4, 'units_per_layer': 15, 'activation': 'relu', 'learning_rate': 0.008764685935779924, 'batch_size': 128, 'dropout_rate': 0.21394659895010154, 'l2_reg_strength': 4.269876330824024e-06}]",random,1.7866517868041991,1.697332317352295,31.833333333333332,40.2,10.732401132583618,410.92344975471497
32,"[{'num_layers': 2, 'units_per_layer': 105, 'activation': 'relu', 'learning_rate': 0.0006709943564158001, 'batch_size': 32, 'dropout_rate': 0.27317030720678365, 'l2_reg_strength': 0.0042575927822971395}]",random,0.27653482113281885,0.32240582394599915,91.53333333333333,89.6,13.45253872871399,424.37598848342896
33,"[{'num_layers': 3, 'units_per_layer': 118, 'activation': 'relu', 'learning_rate': 0.03736350395986091, 'batch_size': 16, 'dropout_rate': 0.4564501998335915, 'l2_reg_strength': 0.00023152900045733186}]",random,0.6313493494192759,0.499018036365509,79.33333333333333,85.0,18.90629243850708,443.28228092193604
34,"[{'num_layers': 3, 'units_per_layer': 73, 'activation': 'sigmoid', 'learning_rate': 0.027594806716014546, 'batch_size': 32, 'dropout_rate': 0.2594378465870383, 'l2_reg_strength': 0.0001269297946339421}]",random,0.6768041265805562,0.7210830802917481,79.06666666666666,76.8,13.329903602600098,456.61218452453613
35,"[{'num_layers': 3, 'units_per_layer': 82, 'activation': 'tanh', 'learning_rate': 0.000313940109114465, 'batch_size': 64, 'dropout_rate': 0.5571451626001808, 'l2_reg_strength': 0.006359687473224351}]",random,0.595542650381724,0.46998785638809204,81.96666666666667,85.2,11.766707181930542,468.3788917064667
36,"[{'num_layers': 1, 'units_per_layer': 99, 'activation': 'sigmoid', 'learning_rate': 0.00522639723651683, 'batch_size': 256, 'dropout_rate': 0.42484789414894325, 'l2_reg_strength': 0.004136242251371537}]",random,0.7253475580215454,0.7232145285606384,83.73333333333333,84.2,9.322568893432617,477.7014605998993
37,"[{'num_layers': 2, 'units_per_layer': 63, 'activation': 'sigmoid', 'learning_rate': 0.011711552608251422, 'batch_size': 32, 'dropout_rate': 0.5330524986312326, 'l2_reg_strength': 0.0003225722479395121}]",random,0.8847903367678325,0.6801202278137207,72.86666666666666,84.0,14.120652437210083,491.8221130371094
38,"[{'num_layers': 2, 'units_per_layer': 28, 'activation': 'sigmoid', 'learning_rate': 0.0209168357828641, 'batch_size': 16, 'dropout_rate': 0.47169051182614435, 'l2_reg_strength': 2.1934941823062962e-07}]",random,1.2072651125590006,0.9865253305435181,55.06666666666667,70.6,14.932435274124146,506.7545483112335
39,"[{'num_layers': 1, 'units_per_layer': 12, 'activation': 'relu', 'learning_rate': 0.10237117981904273, 'batch_size': 32, 'dropout_rate': 0.406677230636975, 'l2_reg_strength': 9.51310350108769e-07}]",random,1.3451038058598836,1.0089155521392823,50.93333333333333,78.6,11.538101196289062,518.2926495075226
40,"[{'num_layers': 2, 'units_per_layer': 47, 'activation': 'relu', 'learning_rate': 0.0003293725387385512, 'batch_size': 16, 'dropout_rate': 0.14570089556458493, 'l2_reg_strength': 1.973515592510154e-07}]",random,0.38382072574893633,0.3317189621925354,88.83333333333333,90.4,15.668702125549316,533.9613516330719
41,"[{'num_layers': 4, 'units_per_layer': 83, 'activation': 'relu', 'learning_rate': 0.00022447623921023128, 'batch_size': 256, 'dropout_rate': 0.5920085215257636, 'l2_reg_strength': 6.535649286317901e-05}]",random,1.766360637664795,1.5899494676589965,34.53333333333333,43.6,10.72568964958191,544.6870412826538
42,"[{'num_layers': 1, 'units_per_layer': 99, 'activation': 'relu', 'learning_rate': 0.0032945603782060296, 'batch_size': 32, 'dropout_rate': 0.2283000065020871, 'l2_reg_strength': 0.0017390182817288438}]",random,0.26140908296902976,0.3271201865673065,92.16666666666667,91.2,12.911745071411133,557.5987863540649
43,"[{'num_layers': 2, 'units_per_layer': 10, 'activation': 'relu', 'learning_rate': 0.00017039466850771973, 'batch_size': 128, 'dropout_rate': 0.5193905432927991, 'l2_reg_strength': 1.5207634823332981e-06}]",random,2.1470976696014406,2.0375191192626954,16.733333333333334,29.6,10.551610946655273,568.1503973007202
44,"[{'num_layers': 1, 'units_per_layer': 99, 'activation': 'relu', 'learning_rate': 0.00028144353309757583, 'batch_size': 64, 'dropout_rate': 0.3982351591591703, 'l2_reg_strength': 0.0006520028466406965}]",random,0.3774788225491842,0.3603743607997894,88.03333333333333,89.4,10.23913288116455,578.3895301818848
45,"[{'num_layers': 4, 'units_per_layer': 101, 'activation': 'sigmoid', 'learning_rate': 0.00010047816869072847, 'batch_size': 32, 'dropout_rate': 0.26650456636755476, 'l2_reg_strength': 3.304751781242627e-07}]",random,0.8210619951883952,0.8881721067428588,69.8,69.0,13.851757526397705,592.2412877082825
46,"[{'num_layers': 1, 'units_per_layer': 21, 'activation': 'sigmoid', 'learning_rate': 0.07072048057425954, 'batch_size': 256, 'dropout_rate': 0.39166997450970076, 'l2_reg_strength': 2.3931973589614756e-07}]",random,1.4883690900802613,1.4475482139587403,65.53333333333333,72.4,10.161680936813354,602.4029686450958
47,"[{'num_layers': 1, 'units_per_layer': 86, 'activation': 'sigmoid', 'learning_rate': 0.033729383027161115, 'batch_size': 16, 'dropout_rate': 0.4932827340628659, 'l2_reg_strength': 0.004104938736325213}]",random,0.350843795577685,0.36613155007362364,89.6,89.8,14.863688468933105,617.2666571140289
48,"[{'num_layers': 2, 'units_per_layer': 84, 'activation': 'relu', 'learning_rate': 0.001802707350862744, 'batch_size': 256, 'dropout_rate': 0.31033669594853813, 'l2_reg_strength': 7.584720368058789e-05}]",random,0.5044449911117553,0.4243134214878082,84.16666666666667,88.4,10.503398656845093,627.770055770874
49,"[{'num_layers': 3, 'units_per_layer': 38, 'activation': 'tanh', 'learning_rate': 0.024209274103300513, 'batch_size': 16, 'dropout_rate': 0.05244164760235123, 'l2_reg_strength': 9.906234509166063e-05}]",random,0.21759748536348342,0.4527055217027664,93.23333333333333,86.6,15.523189544677734,643.2932453155518
50,"[{'num_layers': 3, 'units_per_layer': 59, 'activation': 'tanh', 'learning_rate': 0.002783575931421394, 'batch_size': 256, 'dropout_rate': 0.3010148738623601, 'l2_reg_strength': 1.3219071495445464e-07}]",random,0.467704421043396,0.47152373170852663,87.5,87.2,10.337246656417847,653.6304919719696
51,"[{'num_layers': 1, 'units_per_layer': 40, 'activation': 'tanh', 'learning_rate': 0.00014927843716340446, 'batch_size': 64, 'dropout_rate': 0.2727824269313156, 'l2_reg_strength': 1.773268454310754e-07}]",random,0.2931505835056305,0.387342670917511,92.4,89.2,10.437612771987915,664.0681047439575
52,"[{'num_layers': 3, 'units_per_layer': 19, 'activation': 'sigmoid', 'learning_rate': 0.0008902527635640538, 'batch_size': 16, 'dropout_rate': 0.4097920611055204, 'l2_reg_strength': 9.515772355959682e-05}]",random,1.8339358164469401,1.7826203365325928,23.133333333333333,23.2,15.518266916275024,679.5863716602325
53,"[{'num_layers': 2, 'units_per_layer': 2, 'activation': 'sigmoid', 'learning_rate': 0.00010616330868027883, 'batch_size': 32, 'dropout_rate': 0.5068365006723944, 'l2_reg_strength': 2.253118292425879e-05}]",random,2.30702854347229,2.289683012008667,10.766666666666667,11.0,12.070217609405518,691.6565892696381
54,"[{'num_layers': 3, 'units_per_layer': 68, 'activation': 'relu', 'learning_rate': 0.001120798472904122, 'batch_size': 64, 'dropout_rate': 0.14093467393855058, 'l2_reg_strength': 2.6387458730052902e-06}]",random,0.3266503742535909,0.36437785625457764,90.16666666666667,88.0,11.677764415740967,703.334353685379
55,"[{'num_layers': 2, 'units_per_layer': 53, 'activation': 'sigmoid', 'learning_rate': 0.006309672152314329, 'batch_size': 256, 'dropout_rate': 0.18298369285207944, 'l2_reg_strength': 7.254294972626842e-05}]",random,1.543222993850708,1.4950579576492309,63.8,66.2,10.335078716278076,713.6694324016571
56,"[{'num_layers': 4, 'units_per_layer': 71, 'activation': 'tanh', 'learning_rate': 0.17679132116701576, 'batch_size': 16, 'dropout_rate': 0.49427160853146884, 'l2_reg_strength': 6.380579287962975e-05}]",random,0.8433781940142314,0.6612777237892151,71.26666666666667,79.0,16.83905029296875,730.5084826946259
57,"[{'num_layers': 4, 'units_per_layer': 109, 'activation': 'tanh', 'learning_rate': 0.007259516811500489, 'batch_size': 256, 'dropout_rate': 0.3057227413646091, 'l2_reg_strength': 4.4665529397693167e-07}]",random,0.34514953128496806,0.3755631091594696,89.83333333333333,88.4,11.194894552230835,741.7033772468567
58,"[{'num_layers': 1, 'units_per_layer': 95, 'activation': 'sigmoid', 'learning_rate': 0.00410730634223994, 'batch_size': 16, 'dropout_rate': 0.32053426246186234, 'l2_reg_strength': 4.1552992533410077e-07}]",random,0.2529879127939542,0.3246573135852814,92.9,90.8,16.121711015701294,757.825088262558
59,"[{'num_layers': 2, 'units_per_layer': 97, 'activation': 'tanh', 'learning_rate': 0.0005658983519888616, 'batch_size': 256, 'dropout_rate': 0.4727618199309844, 'l2_reg_strength': 6.37555137879058e-05}]",random,0.4230054477850596,0.4024846253395081,88.43333333333334,88.4,9.45661735534668,767.2817056179047
60,"[{'num_layers': 1, 'units_per_layer': 110, 'activation': 'sigmoid', 'learning_rate': 0.02068561724156651, 'batch_size': 256, 'dropout_rate': 0.5611851941021958, 'l2_reg_strength': 0.000121715435051973}]",random,0.7661323590278626,0.7162930579185486,81.26666666666667,83.8,10.157947778701782,777.4396533966064
61,"[{'num_layers': 4, 'units_per_layer': 15, 'activation': 'tanh', 'learning_rate': 0.000162382239175333, 'batch_size': 32, 'dropout_rate': 0.5669331848462409, 'l2_reg_strength': 1.750819172879955e-07}]",random,1.857681516011556,1.6459203033447265,26.166666666666668,43.6,12.988270282745361,790.4279236793518
62,"[{'num_layers': 3, 'units_per_layer': 69, 'activation': 'relu', 'learning_rate': 0.0057192266388068165, 'batch_size': 128, 'dropout_rate': 0.07316351429685737, 'l2_reg_strength': 0.0012685029297951603}]",random,0.36921504402160643,0.39135950994491575,88.43333333333334,88.8,10.96312165260315,801.391045331955
63,"[{'num_layers': 3, 'units_per_layer': 63, 'activation': 'tanh', 'learning_rate': 0.07048214464356332, 'batch_size': 16, 'dropout_rate': 0.13384958112626777, 'l2_reg_strength': 3.675577804400797e-07}]",random,0.252791273171703,0.36010874474048615,92.36666666666666,87.8,15.931561946868896,817.3226072788239
64,"[{'num_layers': 1, 'units_per_layer': 16, 'activation': 'relu', 'learning_rate': 0.1884010342448333, 'batch_size': 16, 'dropout_rate': 0.10052072528954696, 'l2_reg_strength': 5.94180957154643e-06}]",random,0.4829089721043905,0.42429285097122194,84.03333333333333,86.4,14.009434700012207,831.3320419788361
65,"[{'num_layers': 4, 'units_per_layer': 110, 'activation': 'sigmoid', 'learning_rate': 0.20871252418211955, 'batch_size': 32, 'dropout_rate': 0.40865605667431126, 'l2_reg_strength': 5.41428957050619e-05}]",random,1.1033311653137208,1.0501912841796874,56.63333333333333,64.2,14.118229150772095,845.4502711296082
66,"[{'num_layers': 1, 'units_per_layer': 12, 'activation': 'relu', 'learning_rate': 0.00029438345181443813, 'batch_size': 128, 'dropout_rate': 0.06475502042752254, 'l2_reg_strength': 1.611997076481065e-07}]",random,0.6177644252777099,0.5904134969711303,81.03333333333333,83.4,9.677406072616577,855.1276772022247
67,"[{'num_layers': 3, 'units_per_layer': 107, 'activation': 'relu', 'learning_rate': 0.0014299746176640493, 'batch_size': 32, 'dropout_rate': 0.492863379616793, 'l2_reg_strength': 2.853448727682208e-05}]",random,0.7877643469174703,0.5679891695976257,74.76666666666667,83.2,13.8590247631073,868.986701965332
68,"[{'num_layers': 1, 'units_per_layer': 65, 'activation': 'tanh', 'learning_rate': 0.016137986518462287, 'batch_size': 16, 'dropout_rate': 0.1625504383650022, 'l2_reg_strength': 3.973514856226478e-06}]",random,0.16758762523531914,0.31614269971847536,95.03333333333333,90.4,14.52620244026184,883.5129044055939
69,"[{'num_layers': 4, 'units_per_layer': 108, 'activation': 'relu', 'learning_rate': 0.010502013745183166, 'batch_size': 128, 'dropout_rate': 0.2000938796507844, 'l2_reg_strength': 0.0011082205940454895}]",random,0.3741961226463318,0.43426043248176577,88.7,87.4,10.85549283027649,894.3683972358704
70,"[{'num_layers': 4, 'units_per_layer': 41, 'activation': 'tanh', 'learning_rate': 0.0015653527635327755, 'batch_size': 64, 'dropout_rate': 0.48357924048170087, 'l2_reg_strength': 3.1334661731209294e-07}]",random,0.9918391332626343,0.7881008558273316,65.5,76.8,11.634731531143188,906.0031287670135
71,"[{'num_layers': 1, 'units_per_layer': 116, 'activation': 'sigmoid', 'learning_rate': 0.00023324713390836032, 'batch_size': 256, 'dropout_rate': 0.39171878221422085, 'l2_reg_strength': 9.824270482832832e-07}]",random,0.6506242129007975,0.6656118497848511,84.63333333333334,84.4,10.615946531295776,916.6190752983093
72,"[{'num_layers': 3, 'units_per_layer': 90, 'activation': 'relu', 'learning_rate': 0.0002175641938696201, 'batch_size': 256, 'dropout_rate': 0.2520714451265741, 'l2_reg_strength': 2.921140052597258e-07}]",random,0.4988764802614848,0.450609295129776,84.7,87.0,9.408722639083862,926.0277979373932
73,"[{'num_layers': 1, 'units_per_layer': 76, 'activation': 'tanh', 'learning_rate': 0.0040083696404301285, 'batch_size': 256, 'dropout_rate': 0.4867874653489734, 'l2_reg_strength': 3.7304108767127745e-05}]",random,0.4054612733523051,0.44760985803604125,89.5,88.6,10.161526918411255,936.1893248558044
74,"[{'num_layers': 1, 'units_per_layer': 14, 'activation': 'tanh', 'learning_rate': 0.04296282118135651, 'batch_size': 16, 'dropout_rate': 0.4309205825886971, 'l2_reg_strength': 2.4361608055920034e-05}]",random,0.6319065226713816,0.5521470699310302,80.56666666666666,81.8,13.9655122756958,950.1548371315002
75,"[{'num_layers': 3, 'units_per_layer': 98, 'activation': 'relu', 'learning_rate': 0.0015520007498179562, 'batch_size': 32, 'dropout_rate': 0.3242337854938981, 'l2_reg_strength': 1.0525362636227367e-06}]",random,0.41608804047107695,0.36997391057014467,87.13333333333334,89.6,13.912748098373413,964.0675852298737
76,"[{'num_layers': 1, 'units_per_layer': 14, 'activation': 'sigmoid', 'learning_rate': 0.0021958650082700903, 'batch_size': 64, 'dropout_rate': 0.20122582059295852, 'l2_reg_strength': 0.004349218542942431}]",random,1.043336563428243,1.0224605264663695,79.16666666666667,80.0,11.087669849395752,975.1552550792694
77,"[{'num_layers': 4, 'units_per_layer': 89, 'activation': 'sigmoid', 'learning_rate': 0.0013844341988171033, 'batch_size': 128, 'dropout_rate': 0.08499197541056633, 'l2_reg_strength': 8.06569969577513e-06}]",random,1.53441224193573,1.5529394731521606,31.133333333333333,33.6,10.47193431854248,985.6271893978119
78,"[{'num_layers': 2, 'units_per_layer': 35, 'activation': 'sigmoid', 'learning_rate': 0.1734404014147199, 'batch_size': 128, 'dropout_rate': 0.35667243743912364, 'l2_reg_strength': 1.301020416507237e-05}]",random,1.5984813788731893,1.5033749771118163,53.233333333333334,61.6,11.272514343261719,996.8997037410736
79,"[{'num_layers': 3, 'units_per_layer': 21, 'activation': 'sigmoid', 'learning_rate': 0.004793863971984388, 'batch_size': 128, 'dropout_rate': 0.3741701194791419, 'l2_reg_strength': 2.938325681819582e-07}]",random,2.1775323575337726,2.125769847869873,19.9,22.4,10.883107900619507,1007.7828116416931
80,"[{'num_layers': 4, 'units_per_layer': 78, 'activation': 'relu', 'learning_rate': 0.0006649238822077971, 'batch_size': 128, 'dropout_rate': 0.5382422294077758, 'l2_reg_strength': 2.16694382670576e-06}]",random,1.4628933204015095,1.1916173830032348,46.46666666666667,60.0,11.142911195755005,1018.9257228374481
81,"[{'num_layers': 1, 'units_per_layer': 63, 'activation': 'relu', 'learning_rate': 0.0010060838925410674, 'batch_size': 16, 'dropout_rate': 0.3819937631983816, 'l2_reg_strength': 0.00022033168289567663}]",random,0.44677583609024685,0.41229536032676695,85.73333333333333,87.2,15.265287160873413,1034.1910099983215
82,"[{'num_layers': 3, 'units_per_layer': 28, 'activation': 'sigmoid', 'learning_rate': 0.002388617416456057, 'batch_size': 32, 'dropout_rate': 0.5200772596713644, 'l2_reg_strength': 1.1673315218228574e-05}]",random,1.8460454975763956,1.7709914636611939,23.933333333333334,23.0,12.908750772476196,1047.0997607707977
83,"[{'num_layers': 2, 'units_per_layer': 66, 'activation': 'tanh', 'learning_rate': 0.02395093897647095, 'batch_size': 64, 'dropout_rate': 0.39745763310079657, 'l2_reg_strength': 0.0006805762713327113}]",random,0.3311991765499115,0.37425609993934633,90.66666666666667,90.0,10.859998941421509,1057.9597597122192
84,"[{'num_layers': 1, 'units_per_layer': 37, 'activation': 'sigmoid', 'learning_rate': 0.06734443124471903, 'batch_size': 256, 'dropout_rate': 0.5280838484976331, 'l2_reg_strength': 1.4230893440450902e-06}]",random,1.2518911746342978,1.1931069164276122,70.56666666666666,77.8,9.543314218521118,1067.5030739307404
85,"[{'num_layers': 3, 'units_per_layer': 5, 'activation': 'tanh', 'learning_rate': 0.0001103002749409263, 'batch_size': 256, 'dropout_rate': 0.565207982371535, 'l2_reg_strength': 3.3243516341862285e-07}]",random,2.221287295659383,2.144771369934082,15.733333333333333,25.4,10.318734884262085,1077.8218088150024
86,"[{'num_layers': 3, 'units_per_layer': 56, 'activation': 'relu', 'learning_rate': 0.0024280030140402206, 'batch_size': 256, 'dropout_rate': 0.2588010969037902, 'l2_reg_strength': 0.005751211437534667}]",random,0.7261095542907715,0.5756995511054993,75.56666666666666,83.0,10.360082626342773,1088.1818914413452
87,"[{'num_layers': 2, 'units_per_layer': 50, 'activation': 'relu', 'learning_rate': 0.0056263619526777725, 'batch_size': 128, 'dropout_rate': 0.3581692072765418, 'l2_reg_strength': 9.024317637938096e-05}]",random,0.7129771914482117,0.5128670287132263,77.33333333333333,83.8,9.690860271453857,1097.872751712799
88,"[{'num_layers': 2, 'units_per_layer': 4, 'activation': 'tanh', 'learning_rate': 0.006209767501602186, 'batch_size': 16, 'dropout_rate': 0.11726872718710958, 'l2_reg_strength': 0.007811239426253531}]",random,1.317652487119039,1.3005233736038209,49.5,45.0,14.517298936843872,1112.390050649643
