iteration,params,strategy,train_loss,val_loss,train_accuracy,val_accuracy,training_time,total_training_time
561,"{'num_layers': 2, 'units_per_layer': 98, 'activation': 3, 'learning_rate': 0.001511227948947904, 'batch_size': 16, 'dropout_rate': 0.298974889045586, 'l2_reg_strength': 0.0005955119256864751}",bayesian,0.3122872656186422,0.348041947722435,91.16666666666667,89.4,15.047466039657593,7015.01226401329
562,"{'num_layers': 3, 'units_per_layer': 115, 'activation': 1, 'learning_rate': 0.01839527258606544, 'batch_size': 16, 'dropout_rate': 0.4769970702049698, 'l2_reg_strength': 0.0014032570006645814}",bayesian,0.610749796072642,0.4843276504278183,80.7,85.6,17.58667778968811,7032.5989418029785
563,"{'num_layers': 2, 'units_per_layer': 101, 'activation': 3, 'learning_rate': 0.17549485463410358, 'batch_size': 32, 'dropout_rate': 0.3901759928661508, 'l2_reg_strength': 0.00012189861283198173}",bayesian,0.4067230920791626,0.4238195657730103,89.03333333333333,87.4,12.779483318328857,7045.378425121307
564,"{'num_layers': 1, 'units_per_layer': 98, 'activation': 3, 'learning_rate': 0.0020388183618215007, 'batch_size': 32, 'dropout_rate': 0.19387755934877027, 'l2_reg_strength': 4.929942476621357e-06}",bayesian,0.2615890301465988,0.34853146505355836,93.63333333333334,89.8,12.50089406967163,7057.879319190979
565,"{'num_layers': 2, 'units_per_layer': 103, 'activation': 2, 'learning_rate': 0.0046806173918659665, 'batch_size': 32, 'dropout_rate': 0.125486139305919, 'l2_reg_strength': 1.045785091822912e-06}",bayesian,0.15349869600931804,0.27236320185661317,94.96666666666667,91.0,13.097726583480835,7070.97704577446
566,"{'num_layers': 2, 'units_per_layer': 102, 'activation': 1, 'learning_rate': 0.0030362140557610292, 'batch_size': 16, 'dropout_rate': 0.22860730429091614, 'l2_reg_strength': 3.422619360099921e-05}",bayesian,0.2515813423593839,0.3173346716761589,91.8,90.8,16.261876583099365,7087.238922357559
567,"{'num_layers': 1, 'units_per_layer': 108, 'activation': 3, 'learning_rate': 0.0016635217098094274, 'batch_size': 128, 'dropout_rate': 0.15655286315801856, 'l2_reg_strength': 4.517785977018631e-06}",bayesian,0.3985460946559906,0.47791007852554324,90.66666666666667,87.6,11.121794700622559,7098.360717058182
568,"{'num_layers': 1, 'units_per_layer': 86, 'activation': 1, 'learning_rate': 0.0002738931892902489, 'batch_size': 128, 'dropout_rate': 0.31111321540230613, 'l2_reg_strength': 0.004658441555273309}",bayesian,0.392177575190862,0.39900486040115357,88.13333333333334,87.8,10.393209218978882,7108.753926277161
569,"{'num_layers': 2, 'units_per_layer': 101, 'activation': 2, 'learning_rate': 0.0939356826444551, 'batch_size': 32, 'dropout_rate': 0.238827131452083, 'l2_reg_strength': 5.132223189047935e-06}",bayesian,0.20530691349506378,0.36449764513969424,93.56666666666666,88.4,12.830338954925537,7121.584265232086
570,"{'num_layers': 1, 'units_per_layer': 108, 'activation': 1, 'learning_rate': 0.09896963085529983, 'batch_size': 128, 'dropout_rate': 0.2034266213729503, 'l2_reg_strength': 0.009378713970853322}",bayesian,0.3195830601056417,0.35343114924430846,90.63333333333334,89.8,10.880483627319336,7132.4647488594055
